Score,Review
5,컨텍트테그 쓰는데 상당히 편리합니다. 각종 디바이스를 한곳에서 관리할수있으니 향후 교체하는 가전구입에 도움ㅇ 될듯 ㅎㅎ
5,"디바이스와 연결만 된다면 폰으로 간단하게 컨트롤할수있어서 너무 편리한거같고, 너무 좋은기능인거 같습니다. 다운받으시면 후회 없으실 거에요"
5,오우 정말 서프라이즈~♡장난아니에요 정말.너무 편해져서 마치 미래를 벌써 경험한느낌 미래도시인가 !앞으로 삶이 너무 편해질거같아 걱정이네요ㅋ
5,삼성 커넥트를 통해 평소 건망증이 심한 저에게 굉장히 효율적인 어플이 될 수 있을 것 같습니다. 전자기기 간의 상호 연결을 한다는 삼성의 상상이상의 아이디어에 별점5개를 아끼지 않겠습니다. 미래의 소비자로서 더욱 발전하는 모습을 기대하고 있겠습니다. 삼성전자 화이팅!
5,며칠전 스마트폰 구입 했는데 어플하나로 삼성 가전제품 연동되고 이전폰 자료들 옮기기도 엄청 편하고..진짜 편하네요ㅋ 기술력 짱이네요~
5,"TV에서 컨텐츠 쏴서 보는데, 상단바에 나와서 너무 편하네요. BT스피커나 이어폰도 많이 사용하는 편인데 이것도 상단바에 나오고 오디오패쓰도 변경이 가능해서 너무 좋아요. 나중에 iot기기들 많아지면 더 잘 쓸수있을것같아요!"
5,"우연치 않게 알게되어 어플을 사용하게 됬는데요, 집에 TV,  냉장고드와 연결해서 알람기능을 사용하거나 혹은 집에 들어가기전에 미리 다양한기능을 세팅해놓고 집에 가자마자 사용할때는 책에서만 배우던 그런세상이 온것같네요. 너무 신기하고 편리합니다ㅎㅎ 다들 다운하시고 편리한 생활하세여!!ㅎㅎ"
5,세상이 나날이 첨단화 되가네요ㅎ 너무 편리한 외부설정은 대박이네요ㅎ 그나저나 보안성은 안전한거죠? 다른사람이 우리집을 원격으로 제어 할수있다는걸 얼마전 뉴스에서 봤어요. 불안하지만 사용은 편리해요.
5,집에서 사용하는 삼성 가전제품에 연계하여 사용하니 생활의 편리함이 한층 늘어났습니다. 어플하나를 통해 쉽게 통제가 가능하다는 것에 또 놀랐습니다
5,완전 신기하네요. 더이상 유선이 필요없는 세상이라 더좋네요. 다행이도 집에 삼성제품만 있다보니ㅎㅎ
5,삼성커넥트 처음으로 써보는데 아직집에 호환되는게 많지는 않지만 굉장히 유용한 기능인건 알겠네요! 앞으로 삼성제품 더 이용해야겟어요^^
5,삼성에서 만들어 더욱 믿고 사용할 수 있는 서비스라고 생각합니다. 스마트한 생활을 위해서 IoT를 구축할때에는 삼성 커넥트가 필수가 될거라 생각됩니다. 커켁트에 연결할 제품을 하나씩 늘려봐야겠습니다.
5,정말 좋은 기능이란걸 알게되었습니다. 그동안 왜 몰랐는지ㅠ 핸드폰하나로 집안 가전제품을 컨트롤 할 수 있다는것이 마치 미래세상에 살고있다 생각합니다.
5,제일 많이 사용하고 있는 기능은 핸드폰과 tv연결입니다. 항상 매끄럽게 잘 되고 있어 종종 애용하고 있습니다. 간단하게 설거지 하거나 청소할 때는 스피커랑 연결해서 음악 들으면서 하니 좀 편하고 유용한 기능입니다.
4,갤럭시 기어s3와의 호환도 편리하고 각종 블루투스 기기들과 연결이 무척 편리합니다. 그중에서도 가장 애용하고 마음에 들어 하는 기능은 스마트티브이와 스마트폰의 호환및 열결입니다.  스마트폰으로 촬영한 사진이나 동영상을 가족들이나 친구들과  큰 티비 화면으로 공유할수 있는점이 매우 마음에 드네요
5,"집에서 삼성 티비를 보고, 삼성 노트북으로 공부를하고, 삼성 폰을 항상 손에 들고다니면서도 이런 유용한 어플이 있다는것을 알지 못했다. 정말 다양한 기능들이 있고, 이에대한 코멘트를 짧게 적어보자면( 적용가능한 기기를 꼭확인하기 바란다.) 집에 삼성 가전제품이 있다면 이어플을 이용해 기기들을 스마트하게 바꿀수 있다! 하이테크가 무엇인지 알수있다... (잘만사용하면 너무 편하다.)하지만 적용가능 기기가 아직은 한정적이고 사용방법숙지가 시간이 걸려 귀찮아서 하지않는 사용자도 있을것 같다. 아직은 과도기적 단계에 있는 어플인것 같지만, 아주 훌륭한 시도이며 많은 사람들이 관심을 가져주었으면 좋겠다."
5,사물인터넷 미리보기서비스 같네요. 지금은 딱히 연동되는 아이템이 많지는 않지만 앞으로 늘려나가는 재미가 있겠어요. 바꿔말하자면 삼성전자도 iot시대를 잘 주도해서 지금보다 더 큰 마켓쉐어 가지시길 바랍니다.
5,이제 사물인터넷의 시대가 본격적으로 시작되는군요. 삼성페이에 이어 삼성커넥트가 저를 삼성에서 벗어나지 못하게 만드네요 ㅠㅠ
5,여러분들이 4차 산업혁명의 선두주자입니다. 빅데이터와 사물인터넷을 이용 하는 저희들도 주인공이 됩니다.하지만 저는 호완되는 제품이없네요ㅜ
5,이런 앱이 있다는게 신기할따름이네요. 집안에 가전제품을 전부 삼성 신형으로 바꾸고싶습니다. 지금은 티비를 커넥트로 보고있는데 영상편집할때 응용해서 쓸수도 있어요! 대박인거죠. - jaydenseol
5,살기 좋은 편한 세상이 되어가고 있는 것 같습니다. 유럽에 가니 삼성 휴대폰 광고가 많아서 인상 깊었는데 앞으로 좀 더 다양한 분야에서 선전해서 국가브랜드 가치가 더욱 더 높아졌으면 좋겠습니다.
5,와이파이 컨넥트를 통해 집안의 각종 기기들을 제어할 수 있어서 무척 편리합니다. 집안의 와이파이지원 공기청정기와 연결해보았는데  언제 어디서든 내가 원하는대로 제어가 가능할 것 같아요. 이젠 스마트기기뿐만아니라 가전도 IOT지원여부가 필수가 될 것 같아요.
5,홈오토메이션이 더욱 가깝게 느껴지네요. 휴대폰 하나로 모든걸 콘트롤 할 수 있다는 생각. 집에있는 가전 제품을 다 바꾸고 싶은 생각이 들어요.
5,삼성컨넥터를 이제야 알게되다니 너무신기할 다름입니다. 개발자분들도 대단한거 같아요. 여러모로 편한삶을 살수있게 해주시네요~
5,이번에 세탁기를 구입하고 커넥트를 뒤늦게 사용해봤는데 신세계네요 쓰면쓸수록 조금더 빨리 알았으면 좋겠다는 생각이 드네요. 세탁하는 총 시간을 줄여주는 느낌이 팍팍 들어요! 다른 제품을 쓸때도 왠만하면 삼성제품을 최우선으로 고려해야겠어요.
5,"휴대폰에 삼성커넥트앱이 깔리고도 유심히 못봤습니다..아줌마가 이런걸 어떻게 사용하겠냐 생각했는데 집안일을 많이하는 주부들에게 꼭 필요한 앱인듯 합니다. 폰으로 티비, 에어컨, 세탁기, 냉장고 등등 모든 디바이스 제어가 가능하니..이렇게 생활에 편리한 기능도 나왔으니 이제는 제어 가능한 최신 기기들로 바꾸어야겠네요..그 편리함을 맘껏 누리고 싶네요.."
5,삼성티비와 스피커연결해서 사용하니 정말편해요!! 집안에서 유용하게사용할수있더라구요 아무래도 손에서 놓지않는게 핸드폰인데 그래서 더 편리하게 사용하는거같습니다!! 잘사용할게요ㅎㅎ
4,이전에도 휴대폰으로 집안 가전기기를 제어할 수 있다는 광고는 많았지만 말만 거창했을뿐 이용히 쉽지 않았지요. 삼성 커넥트는 사용해보니 손쉽게 집안 가전 기기들을 제어 할 수 있고 그러다보니 효율도 더 늘어나는 것 같네요!
5,펀하고 좋았어요~저도 항상 삼성전자제품만 썼어서 연결하고 나니깐 편하더라구요..좀 더 일찍 알았으면 사용도 더 빨리 시작했을텐데요...ㅠ지금이라도 잘 모르셨다면 한 번 사용해보면 좋을 거 같아서 리뷰 리뷰 남깁니다!!^^
4,몸이 움직이지 않고 손가락만 움직여도 되는 시대의 발판인듯 싶습니다! 앞으로도 많은 아이디어 부탁드려요~^^
1,김치냉장고 등 연동이 안되요. 특정 모델은 항의 하니깐 지원 모델에서도 빼고요. 일부 프리미엄 김치 냉장고는 어플에서 모니터링 해야 하는데 반품 하던지 해야 할 듯!  모델 RQ57M9291M2
5,고객의 입장에서 이 앱을 만들었다고 생각됩니다. 퍼펙트하다고는 못 하지만  많이 고민한 흔적이 엿보입니다.  2~3년 후엔 대다수가 쓰게되는 베스트셀러가 될겁니다.
4,기능자체는아주좋은데...가전제품은lg가한수위인듯..솔직히이것때문에삼성가전으로바꾸면서돈쓰기에는무리수...집에삼성가전이있어야해보던지하지...
5,평소에 불편함 때문에 있었으면 좋겠다고 생각한 앱입니다. 매일 사용할 것 같아요!
5,TV가 2012년 스마트TV라서 안될줄 알았는데 연결이 되네요. 그런데 사진.동영상만 볼수 있어서 아쉽습니다. 폰화면을 모두 볼수는 없네요.
5,삼성 노트5 쓰고 있는데 삼성 커넥트까니까 다른 삼성 제품들이랑 연계해서 커넥트 앱으로 다 가능하네요. TV나 이번에 출시된 스마트 냉장고도 있으면 커넥트 앱으로 컨트롤이 가능해서 엄청 좋겠어요. ㅎㅎ
5,삼성TV 연결이 제일 좋아요! 특히 켜고 끄고 채널돌리고ㅎㅎ삼성 에어컨도 쉽게 컨트롤가능하니 편합니다~ 또 밖에 있을때 확인가능한게 정말 좋네요!삼성커넥트 유용하게 사용할게요~
4,"깔끔하고 보기좋은 인터페이스가 인상적입니다. 아직은 스마트기기가 가정내에 확고히 자리잡지 못하여 활용도가 높지 않지만,  지속적으로 관리 및 홍보만 해준다면 삼성 제품이 가정을 지배하는 것은 시간문제라고 생각합니다."
5,뭔가 싶어서 사용하지 않았는데 무심코 눌러 가보니 블루투스와 와이파이로 연결가능한 기기를 관리할수 있어 좋네요. 더구나 자동 실행 기능도 있어 집에서 편리하게 사용중입니다
5,자주 사용하는 티비나 여러가지 삼성 제품을 이 어플로 제어하고 관리하니 편하네요. 앞으로도 이런 연동어플이 더 많아졌으면 좋겠네요.
5,"앱 하나로 집안의 모든 가전제품을 집 안팎에서 제어할 수 있다는 사실에 한 번, 이 모든 일이 삼성 커넥트 앱을 통해 일상에서 쉽게 경험할 수 있다는 사실에 또 한 번 놀랐습니다. 무엇보다 호환성이 뛰어나서 우리의 일상을 스마트하게 바꿔줄 것 같아요!"
5,삼성 커넥트 어플로 편리하게 알림받고 밖에서도 에어컨이나 다른 가전과 연결할수 있어 너무 편리헌것 같습니다. 앞으로도 많은  업데이트 부탁드립니다.
5,개인적으로 커넥트로 휴대폰과 TV을 연결해서 동영상을 자주보는데 지적하고 싶은점이있습니다. 연결하려고 커넥터를 키면 저같은 일반인들은 잘모르는 용어들이 있습니다. 그런 용어 적인 부분을 개선해주셨으면 합니다
5,삼성전자의 전자제품들을 휴대폰 어플을 통해 통제할 수 있다는 점이 굉장히 편리하다는 점은 부인할 수가 없을 것입니다. 단 정보통신기술의 발전과 더불어 해킹이랄지 보안침해가 발생할 수 있는 여지가 크므로 이에 대한 방책이 필요합니다. 또한 삼성뿐만 아니라 다른 엘지 등등 회사와 범기업적으로 합작하여 공동 어플을 만드는 것도 괜찮다 여겨집니다.
5,디바이스를 쉽게 등록하고 상태 확인과 실행이 되서 너무 좋네요. 앞으로 samsung connect 지원하는 제품만 살것이에요~
4,블루투스 제품들의 연결이 잘되는것 같습니다.  삼성제품외의 기기들과도 호환성을 개선할 수 있다면 보다 유용한 앱이 될것 같습니다.
5,커넥트테그 사용중인데 아이 위치를 잘잡아줘서 안심 입니다.배터리 잔량도 기기에서 확인가능해 너무 편리하고 위치전송 시간설정도 편리하고 안심존 진입과 나감을 알려줘 너무 좋네요!
5,삼성 제품만 가능한점이 좀 아쉽지만 시간이 해결해주겠죠? 한 곳에서 여러기기를 컨텍할 수 있다는게 주요한 듯
5,냉장고 삼성 패밀리 허브 사고 어플로 냉장고안을 외부에서 확인 제어하는 새로운 세상을 만났습니다. 에어컨 텔레비젼 청소기등도 간단히 컨트롤 할 수 있다니  더욱 기대가 되는군요.... 처음 냉장고 살때 고민했는데  고민이 즐거움으로 바뀌었네요....
5,저희집 티비 에어컨 냉장고 오븐 세탁기 핸드폰 테블릿 컴퓨터 가스레인지 선풍기 복합기 전부 삼성제품만 쓰고있습니다. 항상 좋은서비스와 품질로 오랫동안 사용해왔었는데 이런 기능까지 있다니 저로서는 반가운기능이 아닐수가 없네요 ㅎㅎㅎ핸드폰 미러링기능부터 각종 전자제품 온오프기능까지..편리함까지 더해져서 앞으로 애용해야겠습니다!!
5,노트1부터 현재 노트5까지 노트북도 삼성 TV도 삼성스마트 사용중인데 이런 기능이 있는지 몰랐네요!! 너무 편하게 연결도 되고 컨트롤도 쉽고 한마디로 요새 젊은 아이들 말대로 짱 입니다^^
5,"한꺼번에 여러 제품들을 사용 할 수있다니 정말 너무 편리하네요. TV, 로봇청소기, 에어컨 등 많은 제품들을 컨트롤하고 알림을 받을수있응 어플이라서 너무 편하고 좋습니다 ㅎㅎ"
5,"핸드폰으로 많은걸 할수있고, 확인할수있어서 좋습니다. 오류및 보안에 더욱 신경써주시는 삼성 타제품의 소비도 늘어나지 않을까 싶습니다"
5,정말 너무 편리한 것 같아요. 집에 있는 여러 기기를 한번에 제어할 수 있다는게 너무 좋은 것 같네요! 한번에 기기상태도 볼 수 있도 밖에서도 기기를 조작할 수 있어서 더욱 좋구요! 앞으로 정말 많이 애용하게 될 것 같아요~~
5,너무 좋내요ㅠㅠㅠ 진짜 세상 너무 좋아졌습니다. 이렇게 편리하게 우리집을 스마트하게 만들수 있다는게 꿈만같내요 삼성 감사합니다!
4,편하고 좋긴하네요. 현재 집에서는 에어컨 이외에는 마땅히 사용할수 있는 기기가 없다보니.. 향후 필수 어플이 될것 같습니다.
5,삼성제품이 집에 여러개가 있는데 전화기로 컨트롤 할수 있으니 정말 편리하기도 하고 신기하네요. 앞으로 자주 자주 앱 이용해야겠어요
5,4차산업으로 변화되고 있는 시대에 맞게 간편하고 어플 이름 처럼 지금 삼성갤럭시s8플러스를 쓰고 있는 저로써는 너무 가능성이 있는 어플이라고 생각이 듭니다. 모든것들이 이렇게 변화되고 발전될것인데 기대가 너무 됩니다~
5,비록 연결 가능한 기기의 종류는 적지만 쉽게 연결하고 쉽게 콘트롤 할 수 있는 좋은 앱입니다. 이제 삼성 스마트홈 앱을 완전히 흡수 통합하여 파편화를 막고 빅스비 연결 등 삼성의 스마트 허브 앱으로 거듭나길 바랍니다.
5,전 버전은 불편했는데 이번 버전은 꽉차고 알찬 느낌입니다. 지원하는 기기를 늘리고 싶은데 돈이 없네요 ㅎㅎ
5,다른이유가 없다 매일 빨래를 하는 입장에서는 한번보다는 동시에 두개를 하기위해 신형 세탁기를 구입했다. 거기다 유니퀴스터가 지원되는 기능을 구비하니 더욱 좋구나 사실 커넥터어플은 세탁기사고 처음 사용하는데 설치가 약간 버벅거렸지만 지금은 잘되네요. 아무튼 이후에 모든기게는 무선으로 조작하는 게 대세일듯
5,삼성의 모든제품을 한곳에서 집약적으로 관리할수 있게 만들수 있는 저장소 같군요. 집안에 흩어져서 관리가 안되는 부분을더욱 알차게  한눈에 볼수 있게끔 할수 있는 조 은 앱인것같습니다.
4,커넥트로 삼성 제품을 연결하면 관리하기 편해서 좋습니다. 하지만 지원하는 기기가 적다는 점과 삼성 제품이 아니면 활용 불가능한 점이 아쉽네요.
4,Samsung connect 덕분에 하나의 스마트폰으로 다양한 기기들을 다룰 수 있어 굉장히 편리한 생활을 하고 있습니다. 하지만 아직 모든 기기들에 맞지 않아서 앞으로 더 다양하고 새로운 기기들을 이용할 수 있도록 꾸준히 업데이트 되었으면 좋겠습니다
5,이런 어플이 있어 생활에 편리함이 더욱 배가 되는것 같네요  정말좋고편리합니다. 특히나 자주 tv리모컨 찾느라 불편했는데 폰은 항상 옆에놓고사니 더없이 좋네요~ㅋ 가전제품을 살때 삼성제품을 사야하는 이유하나가 또하나 추가되었네요~^^
5,TV 태블릿 노트북 등 가전제품은 삼성만 사용하다보니 연계성을 높여줄 수 있는 어플에 등장에 박수를 보냅니다 특히 TV연동시 너무간편해서 동영상을 큰화면으로 즐기고있습니다 앞으로도 꾸준한 발전부탁드릴게요   samsung connect 꿀앱 인정? 어인정   동의? 어보감
5,대박이예요!!! 집에 있는 TV와 핸드폰을 연결해서 주방에서 음식 만들면서 핸드폰으로 드라마나 예능을 볼 수 있다. 캬 ㅎㅎ 노무 노무 좋습니다. 삼성 커넥트 최고예요! 이벤트도 꼭 당첨이 됐으면 좋겠습니다~^^#
5,"너와나의 연결고리~ 삼성가전제품끼리 연결고리 아이디어 굿굿 핸드폰 동영상 스마트뷰로 TV로바로시청, 음악도 연결가능하고..좋으다^^ 스마트삼성ㅎㅎ"
5,삼성스마트폰이 점점 만능이 되가네요. 이젠 IOT까지 품는군요. 쉬운 연결과 사용법이 제법 만족스럽습니다. 더 많은 기능이 추가 되길 기대합니다.
5,이번에 갤럭시 노트 8로 바꾸면서 삼성커넥트 어플을 사용해 보면서 집에 있는 가전제품들 하고 연동해서 어플로 알림받고 설정할 수 있어 편하네요 삼성페이와 더불어 이런어플을 사용할 수 있는게 삼성의 장점이네요~! 앞으로도 잘 사용해 보겠습니다
5,samsung connect오지고 지리고 무릎탁치고 침대이불밑에서 불끄러가기 넘나추운거인정? 어인정ㅜㅜ에어컨 티비 리모콘 발달린거인정? 완전인정ㅜㅜ 삼성커넥트강추 난이제 모든 가전제품 삼성만산다 물론 자동차도! 세계1등인데는이유가있다 노트8 잘쓰겠습니다ㅎㅎ
5,영화에서나 보던 장면이 실제로 우리곁에 다가왔네요.이런 스마트한 현상이 신기하고 참 편한 생활을 누리고 산다면은 미래의 세상에는 어떻한 별천지가 펄쳐질지 두렵기두하고 많은 해택들로 우리의 미래가 밝은것 같네요.신기해용.........
5,삼성커넥트 편리하게 이용하고 있어요. 이제라도 이렇게 편리하게 이용하니 참 좋네요.  앞으로도 더 업그레이드된 삼성커넥트 기대합니다. 주변친구들에게도 홍보해야겠어요 ^^
5,s8사용자입니다. 휴대폰하나로집과사무실을컨트롤할수있다니정말세상살기좋아졌다고연신남발하고사람들보여주기바쁘네요대단합니다.도깨비장난이라고놀리니재미나네요감사합니다
5,너무 좋아요. 제가 사용한 다른어플고ㅓ 비교했을때 확연히 차이거 두드러지고 이 어플은 다른어플보다 훨씬 편했어요.
5,"삼성 세탁기, 삼성 TV, 삼성 냉장고를  사용하고 있는데 Samsung Connect 앱을 통해서 요리조리 조정할 수 있어서 정말 편리합니다~♡  요리를 하면서도 청소를 하면서도 외부에서도 언제 어디서나 Samsung Connect 앱만 있으면 자유롭게 활용할 수 있어서 짱 좋아요 ^^ 제 삶은 Samsung Connect 앱과 함께하기 이전과 이후로 나뉩니다!  세탁기부터 TV, 냉장고 등 다양하게 활용하고 있는데 이 앱 없는 세상은 이제 상상할 수도 없고 상상하기도 싫어요"
5,갤럭시s8을 사용해서 이번에 삼성스마트tv구입하게 되었는데 삼성커넥트는 상상 그이상입니다. 굉장히 호환도 잘되고 시대를 앞서는 기술이라 생각이 듭니다. 삼성제품 구입하고 꼭 한번 체험해봐야하는 어플인듯 싶습니다. 몰라서 선진기술을 못누린다는게 얼마나 안타깝습니까. 집안이 하나의 네트워크로 연결되어 모든게 핸드폰하나로 손쉽게 컨트롤이 됩니다. 다이얼돌려서 채널바꾸던게 엇그제같은데 삼성의 기술력에 박수를 보냅니다. 역시 삼성!
5,집에 있는 모든 제품이 삼성인데 최근 가전들은 편리하고 좋네요  아직 아무것도 모르는 아들들 제가 핸드폰으로 모르고 신기해 합니다. 다양하게 쓰기위해 슬슬 가전도 가꿔야겠군요
4,로봇청소기 연결하여 사용하고 있습니다. 청소결과를 확인할수 있어 편리합니다. 간혹 연결이 불안정한 경우가 있는데 개선되었으면 합니다.
5,일단 편합니다..특히 tv를 사용할때 편하네요..미러링할때 고생한 경험이 있다보니..추천합니다
5,핸드폰이 메인이 되어 삼성의 모든 기기를 컨트롤 할 수 있어 너무 좋네요..   앞으로의 미래가 기대 됩니다.
5,여름부터 퇴근전 에어컨을 키고 시원한 집에 들어가곤 했는데..ㅎㅎ 여전히 잘쓰고 있어요
1,커넥트 태그 사용중인데 위치 요청하면 기본 5분 이상은 걸리는데다가 간간히 오류도 발생하고... 아이 잃어버렸을때 사용해볼려고 했는데 별로네요.
5,이 휴대폰을 살 때부터 깔려있던 앱이라 몰랐어요 열어보니까 기능이 장난이 아니더라구요 너무 편하고 좋아요!! 왜 이 앱을 지금 알았을까ㅠ 널리널리 퍼져 많은사람들이 이용하셨으면 좋겠어요
5,부모님이 설명해드렸더니 놀라시네요. 기술이 이렇게 발전했다며 삼성의 무궁한 발전 기대해봅니다
4,사용성도 쉽고 삼성 앱이 많이 좋아진것 같아요. 앞으로 connect되는 디바이스가 많아지길 기대합니다
5,폰으로 이제 못하는게 없다란 생각이 들었습니다. 가전제품에 연결해서 폰으로 컨트롤할 수 있다는게 너무 편리하고 좋습니다.
5,상당히 편하긴 합니다. 대부분 삼성기기라서 연결과 관리도 편한 편입니다. IOT기기가 없어 테스트를 못하는게 아쉽군요.
5,이제는 휴대폰 하니로 주변사물도 지시하고 실행하게하는 시대인것 같습니다. 훌륭한 기능으로 편안함을 즐기고 있습니다!
5,커넥트어플을 광고로 처음접하고  집안에  모든 가전을  삼성꺼로  갈아치우게됬네요..   에어컨도  밖에서  미리 켜놓을수도  있고  집안에서는 화장실갈때  tv화면을 스마트폰으로  볼수도  있고  냉장고상태도  알수있고  정말  편리하네요!!  핸드폰 하나로 모든게  저어가되고  정말 최고라는말밖에는  더할말이  없네요  서비스도 품질도 삼성이  최고입니다!!
5,편하고 좋네요 ㅎㅎ 자동규칙 설정이 제일 편리하고 좋은거 같아요! 여름에 뜨거운 아스팔트 걸어와서 시원하게 에어컨 틀어져 있는 집에 들어오면 좋아요😀
4,삼성제품이나 블루투스 기기들. 그리고 우리 집 오디오도 연결이 되네요. 오디오가 dlna가 지원되니 그런거 같은데 그래서 좀 좋아요. 그런데 안드로이드 특성상 에어플레이가 지원안되어서 애플 뮤직은 삼성 커넥트로 잘 안되는 거 같아요. 지금까지 계속 아이폰을 쓰다가 노트8로 넘어와서 아직 탐구중이네요.
5,IOT 기술의 발달로 삼성 커넥트 어플리케이션 하나로 집안의 기기들을 컨트롤 할 수 있는 장점이 사실 구현을 잘 못하면 굉장히 까다로울 수 있는데 가려운 곳을 긁어 주는 것 마냥 심플하고 좋게 만듦이 틀림 없습니다. 좋습니다.
5,삼성커넥트로 에어컨 연결해서 써봤는데 집에가기전에 켜놓으니 편하네요. 겨울이라도 공기청정 때문에 사용중인데 좋네요.
5,폰으로 여러가전 제어가 가능함을 실현시킬줄은 몰랐는데 정말 유용하네요~ 특히 자동실행규칙 설정으로 더 편리한 생활이 가능해져서 칭찬합니다!! 더욱 쓰임좋은 어플로 거듭나시길 파이팅!
5,핸드폰이랑 다른 기기들이랑 연결하는게 너무 편합니다. 나름 규칙도 연구해가면서 써보니 스마트폰 사용이 정말 더 스마트해진것 같습니다.
5,필립스 휴 라던가 다른 제품들과의  연동은 고려가안될까요? 그리고 공기청정기는 안되나요? 저는 집에서 iot기기를 많이쓰는데 삼성더 발전해야할것같아요
5,스마트커넥터 어플로 tv와 세탁기등 삼성가전제품을 편리하게 제어할 수 있어 매우 편리합니다.  이젠 삼성스마트커넥터 어플만 있으면 침대에서도 모든게 가능하네요 ㅎ 강추입니다!
5,s6 쓸 때 부터 정말 유용하게 사용하고 있습니다. 더 좋아졌네요! 삼성 가전을 사용하는 사람에겐 꼭 필요한 앱입니다.
5,저희집에 사용가능한 기기는 삼성블루투스 스피커뿐이라 아쉽네요ㅠ 매번 스피커 연결시에 블루투스가 빨리 안떠서 불편했던점이 있었는데... 커넥트 어플을 이용하니 편하네요~^^ 좋아요~
5,삼성기기와 연동이 짱짱짱짱. 너무 편리하고 신세계에요. 이런 기능이 좀더 발전하면 집안 모든것을 한번에 컨트롤 되는 시대가 열리겠어요
5,삼성 제품들을 하나로 모아서 관리하니까 편하네요. 지금은 삼성 에어컨이랑 Tv밖에 없지만 이런 생태계가 잘 조성되어있어서 다음 세탁기도 삼성으로 사야겠어요
4,스마트워치를 사용하는 나로써는 요긴하게 사용중인 어플입니다. 제 스마트워치 탁인지 가깜 연결이 끊기는게 조금 아쉬운 부분이지만 85점쯤 만족허고 사용하고 있습니다.
5,삼성의 혁신적인 기술에 매번 놀랄 따름입니다. 이렇게 쉽고 편하게 삼성 제품들을 조절하고 설정할수 있다는데 놀라울 뿐입니다.
5,거의 모든 가전이 삼성제품 입니다. 시대를 앞서가는 회사답게 저에게 영화에서만 봤던 유비쿼터스를 경험하게 해주는 것 같네요.. 전자 제품 하나하나에 적용하고 체험하는 재미가 우리 집에서 마치 미래의 가정을 체험 하는듯한 오묘한 기분이 들어요. 카페에서 이따가 커넥트 사용하면 촌스러운ㅋ 친구들이 신기하다 물어봅니다.어떻게 하는 거냐고..ㅋㅋ  어릴 적 상상하고 스케치북에 그렸던 2017년을 생각하면 이런 멋진 유비쿼터스를 꿈꿨던 것 같은데 발전에 속도보다 인간의 적응이 더 늦어지는 건 아닌지 하는 생각이 들어요.. 날마다 멋진 경험을 하게 해주는 삼성커넥트네요!!
5,"User Friendly Appp이네요 많은고민을하고 개발한 흔적이 녹아있는거 같습니다. 향후에도 지속적으로 연결 및 호환성이 지속될 수 있도록 관리된다면 단연코, 최고가될듯합니다"
5,집에 있는 로봇청소기에 연결하니 더 손쉽게 청소가 가능해졌어요! 약속이 있어서 나갔을때도 커넥트로 청소시키니 정말 좋네요. 주변에도 추천해야겠네요~~^^
5,이 앱 사용할려고 일부러 우리집 TV를 삼성껄로 샀어요^^ 폰바꾸고 나서 Samsung connect 처음 봐서 이거 뭐지? 하고 있었는데 한번 쓰고나니 Samsung connect 좋은 앱인 거 같다는 생각이 드네요 리모컨 없이도 제어되고 자동으로 켜지고... 폰 바꾼 보람이 있더라구요 처음 이 앱을 봤을때 어디 쓸까 생각하고 있었는데 막상 쓰고보니 참 좋은 거 같네요  옛날 TV도 되었으면 좋겠는데... 아무튼 잘 쓰겠습니다 ^-^
5,삼성 커넥트를 이용해 각종 삼성기기와 연결하여 사용하니 편리하고 좋아요 !  삼성 냉장고 에어컨은 물론이고 세탁기 커넥트태그 등 다양한 제품을 하나의 어플로 컨트롤 할 수 있다는게 신세계입니다  기능도 다양하고 저같은 귀차니즘 족에게는  딱인것 같네요 ㅎㅎ
4,"커넥트 어플로 삼성 가전제품을 편하게 사용할 수 있어서 무척 좋습니다. 연결도 간편하고 사용하는 것도 쉽게 사용할 수 있어 누구나 사용이 가능해서 괜찮은 어플인것 같네요~ 단, 제품이 한정적이라 조금더 많은 가전제품이 늘어났으면 좋을것 같아요"
5,스마트폰 하나로 여러 디바이스들을 손쉽게 제어 할 수 있다는게 정말 멋지지 않습니까? 타제품만 쓰던 사과충이었는데 폭 넓은 신세계가 펼쳐지네요.
5,"집에서 사용하는 제품이 모두 삼성제품인데, 스마트폰으로 삼성 커넥트 앱을 이용해 TV, 에어컨, 세탁기, 냉장고 등을 이용해보니  연결이 간편해서  너무 좋네요. 이용에 있어  너무나 편리하고 앞으로도 보다 더욱더 큰 발전 기대합니다"
5,휴대폰 하나로 집에있는 가전제품들을 컨트롤 할수 있어서 편리한것같아요. 다만 지어직 지원이 안되는게 몇가지 있는듯해요.
5,장점:  1.알림창에서 빠르게 설정을 변경할 수있다(다른 작업 중 연결상태 변경이 쉬움) 2.다양한 삼성제품과 쉬운 연결을 통해 가전제품을 제어할 수 있다(시간 설정 및 사용자가 설정해 놓은 상황에 맞춰 제어가 가능하다(기술의 진보를 경험하고 상당히 놀라웠음) 3.꼭 삼성제품만 호환하지 않고 이용자가 소유하고있는 다양한 기기들도 제어가 가능하다  단점: 아직 빅스비의 딥러닝 부족 때문인지 명령어를 못 알아들을 때가 있음
5,최고입니다. 요즘 많이 좋아진 세상에 커넥트가 없음 안되더라고요 저희 집에 삼성 제품을 많이 사용 하느지라ㅋㅋㅋ 앞으로 더 번창하세요!!
